place_id,place_name,category,location,district,rating,budget_min_LKR,budget_max_LKR,latitude,longitude,budget_level,description,tags,images
177,Demodara Loop,Nature,Badulla,Badulla,3.6,0,500,6.8756,81.0472,Low,Unique railway loop engineering,"railway,loop,unique,engineering",
178,Demodara Loop,Nature,Badulla,Badulla,3.4,0,500,6.8756,81.0472,Low,Unique railway loop engineering,"railway,loop,unique,engineering",
179,Ravana Falls,Nature,Badulla,Badulla,5,0,500,6.8456,81.0465,Low,Beautiful 25-meter waterfall,"waterfall,scenic,nature,ravana",
180,Bogoda Wooden Bridge,Historical,Badulla,Badulla,4.8,100,400,7.05,81.0833,Low,Oldest wooden bridge in Sri Lanka,"bridge,wooden,ancient,historical",
181,Ella Rock,Adventure,Badulla,Badulla,4.5,200,1500,6.8667,81.0466,Low,Scenic hiking with valley views,"hiking,adventure,viewpoint,nature",
182,Demodara Loop,Nature,Badulla,Badulla,4.6,0,500,6.8756,81.0472,Low,Unique railway loop engineering,"railway,loop,unique,engineering",
183,Diyaluma Falls,Nature,Badulla,Badulla,4.9,200,800,6.7333,81.0167,Low,Second highest waterfall in Sri Lanka,"waterfall,tallest,scenic,nature",
184,Ella Rock,Adventure,Badulla,Badulla,3.9,200,1500,6.8667,81.0466,Low,Scenic hiking with valley views,"hiking,adventure,viewpoint,nature",
185,Bogoda Wooden Bridge,Historical,Badulla,Badulla,5,100,400,7.05,81.0833,Low,Oldest wooden bridge in Sri Lanka,"bridge,wooden,ancient,historical",
186,Ravana Falls,Nature,Badulla,Badulla,4.7,0,500,6.8456,81.0465,Low,Beautiful 25-meter waterfall,"waterfall,scenic,nature,ravana",
187,Lipton Seat,Nature,Badulla,Badulla,3.5,200,800,6.7667,81,Low,Famous tea estate viewpoint,"tea,viewpoint,scenic,nature",
188,Lipton Seat,Nature,Badulla,Badulla,3.9,200,800,6.7667,81,Low,Famous tea estate viewpoint,"tea,viewpoint,scenic,nature",
189,Bogoda Wooden Bridge,Historical,Badulla,Badulla,4.2,100,400,7.05,81.0833,Low,Oldest wooden bridge in Sri Lanka,"bridge,wooden,ancient,historical",
190,Bogoda Wooden Bridge,Historical,Badulla,Badulla,4.5,100,400,7.05,81.0833,Low,Oldest wooden bridge in Sri Lanka,"bridge,wooden,ancient,historical",
191,Dunhinda Falls,Nature,Badulla,Badulla,3.7,300,1000,7.05,81.0667,Low,Beautiful waterfall near Badulla town,"waterfall,scenic,nature,beautiful",
192,Nine Arches Bridge,Nature,Badulla,Badulla,3.6,0,500,6.879,81.059,Low,Iconic colonial railway bridge,"bridge,railway,colonial,scenic",
193,Lipton Seat,Nature,Badulla,Badulla,3.9,200,800,6.7667,81,Low,Famous tea estate viewpoint,"tea,viewpoint,scenic,nature",
194,Diyaluma Falls,Nature,Badulla,Badulla,3.4,200,800,6.7333,81.0167,Low,Second highest waterfall in Sri Lanka,"waterfall,tallest,scenic,nature",
195,Dunhinda Falls,Nature,Badulla,Badulla,4.7,300,1000,7.05,81.0667,Low,Beautiful waterfall near Badulla town,"waterfall,scenic,nature,beautiful",
196,Ella Rock,Adventure,Badulla,Badulla,3.7,200,1500,6.8667,81.0466,Low,Scenic hiking with valley views,"hiking,adventure,viewpoint,nature",
197,Ravana Falls,Nature,Badulla,Badulla,3.6,0,500,6.8456,81.0465,Low,Beautiful 25-meter waterfall,"waterfall,scenic,nature,ravana",
198,Ella Rock,Adventure,Badulla,Badulla,4,200,1500,6.8667,81.0466,Low,Scenic hiking with valley views,"hiking,adventure,viewpoint,nature",
199,Haputale,Nature,Badulla,Badulla,3.7,200,800,6.7667,80.9667,Low,Scenic hill town with mountain views,"hills,scenic,tea,nature",images/haputale.jpg
200,Diyaluma Falls,Nature,Badulla,Badulla,3.9,200,800,6.7333,81.0167,Low,Second highest waterfall in Sri Lanka,"waterfall,tallest,scenic,nature",
201,Diyaluma Falls,Nature,Badulla,Badulla,4.5,200,800,6.7333,81.0167,Low,Second highest waterfall in Sri Lanka,"waterfall,tallest,scenic,nature",
202,Bogoda Wooden Bridge,Historical,Badulla,Badulla,3.6,100,400,7.05,81.0833,Low,Oldest wooden bridge in Sri Lanka,"bridge,wooden,ancient,historical",
203,Ella Rock,Adventure,Badulla,Badulla,4.1,200,1500,6.8667,81.0466,Low,Scenic hiking with valley views,"hiking,adventure,viewpoint,nature",
204,Ella Rock,Adventure,Badulla,Badulla,4.8,200,1500,6.8667,81.0466,Low,Scenic hiking with valley views,"hiking,adventure,viewpoint,nature",
205,Ravana Falls,Nature,Badulla,Badulla,5,0,500,6.8456,81.0465,Low,Beautiful 25-meter waterfall,"waterfall,scenic,nature,ravana",
206,Haputale,Nature,Badulla,Badulla,4.1,200,800,6.7667,80.9667,Low,Scenic hill town with mountain views,"hills,scenic,tea,nature",images/haputale.jpg
207,Diyaluma Falls,Nature,Badulla,Badulla,5,200,800,6.7333,81.0167,Low,Second highest waterfall in Sri Lanka,"waterfall,tallest,scenic,nature",
208,Lipton Seat,Nature,Badulla,Badulla,4.9,200,800,6.7667,81,Low,Famous tea estate viewpoint,"tea,viewpoint,scenic,nature",
209,Nine Arches Bridge,Nature,Badulla,Badulla,4.1,0,500,6.879,81.059,Low,Iconic colonial railway bridge,"bridge,railway,colonial,scenic",
210,Lipton Seat,Nature,Badulla,Badulla,3.9,200,800,6.7667,81,Low,Famous tea estate viewpoint,"tea,viewpoint,scenic,nature",
211,Haputale,Nature,Badulla,Badulla,4.1,200,800,6.7667,80.9667,Low,Scenic hill town with mountain views,"hills,scenic,tea,nature",images/haputale.jpg
212,Dunhinda Falls,Nature,Badulla,Badulla,4.3,300,1000,7.05,81.0667,Low,Beautiful waterfall near Badulla town,"waterfall,scenic,nature,beautiful",
213,Demodara Loop,Nature,Badulla,Badulla,3.2,0,500,6.8756,81.0472,Low,Unique railway loop engineering,"railway,loop,unique,engineering",
214,Nine Arches Bridge,Nature,Badulla,Badulla,4.3,0,500,6.879,81.059,Low,Iconic colonial railway bridge,"bridge,railway,colonial,scenic",
215,Ravana Falls,Nature,Badulla,Badulla,3.1,0,500,6.8456,81.0465,Low,Beautiful 25-meter waterfall,"waterfall,scenic,nature,ravana",
216,Dunhinda Falls,Nature,Badulla,Badulla,3.1,300,1000,7.05,81.0667,Low,Beautiful waterfall near Badulla town,"waterfall,scenic,nature,beautiful",
217,Lipton Seat,Nature,Badulla,Badulla,3.1,200,800,6.7667,81,Low,Famous tea estate viewpoint,"tea,viewpoint,scenic,nature",
218,Diyaluma Falls,Nature,Badulla,Badulla,3.6,200,800,6.7333,81.0167,Low,Second highest waterfall in Sri Lanka,"waterfall,tallest,scenic,nature",
219,Lipton Seat,Nature,Badulla,Badulla,3.6,200,800,6.7667,81,Low,Famous tea estate viewpoint,"tea,viewpoint,scenic,nature",
220,Bogoda Wooden Bridge,Historical,Badulla,Badulla,3.1,100,400,7.05,81.0833,Low,Oldest wooden bridge in Sri Lanka,"bridge,wooden,ancient,historical",
1,Batticaloa Fort,Historical,Batticaloa,Batticaloa,3.8,0,400,7.7167,81.6833,Low,Dutch fort on a lagoon island,"fort,dutch,colonial,historical",
2,Kallady Bridge,Nature,Batticaloa,Batticaloa,3.7,0,300,7.7,81.7,Low,Scenic bridge over Batticaloa lagoon,"bridge,lagoon,scenic,nature",
3,Pasikuda Beach,Beach,Batticaloa,Batticaloa,4,500,2000,7.9258,81.5528,Low,Shallow crystal clear beach - perfect for families,"beach,shallow,clear,family",
4,Kalkudah Beach,Beach,Batticaloa,Batticaloa,4.9,300,1500,7.95,81.5333,Low,Pristine beach with turquoise water,"beach,pristine,turquoise,scenic",
5,Batticaloa Lagoon,Nature,Batticaloa,Batticaloa,4,200,800,7.7167,81.7,Low,Singing fish lagoon - unique natural phenomenon,"lagoon,singfish,unique,nature",
6,Eravur Beach,Beach,Batticaloa,Batticaloa,4.4,200,800,7.7833,81.6667,Low,Quiet beach near Batticaloa town,"beach,quiet,peaceful,nature",
7,St Michael's College,Historical,Batticaloa,Batticaloa,4.7,0,200,7.7167,81.6833,Low,Historic colonial-era educational institution,"colonial,historical,education,culture",
8,Pasikuda Beach,Beach,Batticaloa,Batticaloa,3.9,500,2000,7.9258,81.5528,Low,Shallow crystal clear beach - perfect for families,"beach,shallow,clear,family",
9,Kalkudah Beach,Beach,Batticaloa,Batticaloa,4.6,300,1500,7.95,81.5333,Low,Pristine beach with turquoise water,"beach,pristine,turquoise,scenic",
10,St Michael's College,Historical,Batticaloa,Batticaloa,4.3,0,200,7.7167,81.6833,Low,Historic colonial-era educational institution,"colonial,historical,education,culture",
11,Batticaloa Lagoon,Nature,Batticaloa,Batticaloa,3.3,200,800,7.7167,81.7,Low,Singing fish lagoon - unique natural phenomenon,"lagoon,singfish,unique,nature",
12,Pasikuda Beach,Beach,Batticaloa,Batticaloa,4.2,500,2000,7.9258,81.5528,Low,Shallow crystal clear beach - perfect for families,"beach,shallow,clear,family",
13,Eravur Beach,Beach,Batticaloa,Batticaloa,3.4,200,800,7.7833,81.6667,Low,Quiet beach near Batticaloa town,"beach,quiet,peaceful,nature",
14,Pasikuda Beach,Beach,Batticaloa,Batticaloa,3.4,500,2000,7.9258,81.5528,Low,Shallow crystal clear beach - perfect for families,"beach,shallow,clear,family",
15,Kalkudah Beach,Beach,Batticaloa,Batticaloa,4.9,300,1500,7.95,81.5333,Low,Pristine beach with turquoise water,"beach,pristine,turquoise,scenic",
16,Pasikuda Beach,Beach,Batticaloa,Batticaloa,4.5,500,2000,7.9258,81.5528,Low,Shallow crystal clear beach - perfect for families,"beach,shallow,clear,family",
17,Eravur Beach,Beach,Batticaloa,Batticaloa,4,200,800,7.7833,81.6667,Low,Quiet beach near Batticaloa town,"beach,quiet,peaceful,nature",
18,Batticaloa Lagoon,Nature,Batticaloa,Batticaloa,4.6,200,800,7.7167,81.7,Low,Singing fish lagoon - unique natural phenomenon,"lagoon,singfish,unique,nature",
19,Pasikuda Beach,Beach,Batticaloa,Batticaloa,3.8,500,2000,7.9258,81.5528,Low,Shallow crystal clear beach - perfect for families,"beach,shallow,clear,family",
20,St Michael's College,Historical,Batticaloa,Batticaloa,4.6,0,200,7.7167,81.6833,Low,Historic colonial-era educational institution,"colonial,historical,education,culture",
21,Pasikuda Beach,Beach,Batticaloa,Batticaloa,3.2,500,2000,7.9258,81.5528,Low,Shallow crystal clear beach - perfect for families,"beach,shallow,clear,family",
22,Batticaloa Lagoon,Nature,Batticaloa,Batticaloa,3.4,200,800,7.7167,81.7,Low,Singing fish lagoon - unique natural phenomenon,"lagoon,singfish,unique,nature",
23,Batticaloa Lagoon,Nature,Batticaloa,Batticaloa,3.4,200,800,7.7167,81.7,Low,Singing fish lagoon - unique natural phenomenon,"lagoon,singfish,unique,nature",
24,St Michael's College,Historical,Batticaloa,Batticaloa,4.1,0,200,7.7167,81.6833,Low,Historic colonial-era educational institution,"colonial,historical,education,culture",
25,Eravur Beach,Beach,Batticaloa,Batticaloa,3.9,200,800,7.7833,81.6667,Low,Quiet beach near Batticaloa town,"beach,quiet,peaceful,nature",
26,Eravur Beach,Beach,Batticaloa,Batticaloa,3.4,200,800,7.7833,81.6667,Low,Quiet beach near Batticaloa town,"beach,quiet,peaceful,nature",
27,St Michael's College,Historical,Batticaloa,Batticaloa,3.6,0,200,7.7167,81.6833,Low,Historic colonial-era educational institution,"colonial,historical,education,culture",
28,Eravur Beach,Beach,Batticaloa,Batticaloa,3.1,200,800,7.7833,81.6667,Low,Quiet beach near Batticaloa town,"beach,quiet,peaceful,nature",
29,St Michael's College,Historical,Batticaloa,Batticaloa,4.6,0,200,7.7167,81.6833,Low,Historic colonial-era educational institution,"colonial,historical,education,culture",
30,Kalkudah Beach,Beach,Batticaloa,Batticaloa,4.3,300,1500,7.95,81.5333,Low,Pristine beach with turquoise water,"beach,pristine,turquoise,scenic",
31,Kallady Bridge,Nature,Batticaloa,Batticaloa,4.3,0,300,7.7,81.7,Low,Scenic bridge over Batticaloa lagoon,"bridge,lagoon,scenic,nature",
32,Kallady Bridge,Nature,Batticaloa,Batticaloa,3.5,0,300,7.7,81.7,Low,Scenic bridge over Batticaloa lagoon,"bridge,lagoon,scenic,nature",
33,Kallady Bridge,Nature,Batticaloa,Batticaloa,4.4,0,300,7.7,81.7,Low,Scenic bridge over Batticaloa lagoon,"bridge,lagoon,scenic,nature",
34,St Michael's College,Historical,Batticaloa,Batticaloa,3.8,0,200,7.7167,81.6833,Low,Historic colonial-era educational institution,"colonial,historical,education,culture",
35,Kalkudah Beach,Beach,Batticaloa,Batticaloa,5,300,1500,7.95,81.5333,Low,Pristine beach with turquoise water,"beach,pristine,turquoise,scenic",
36,Kalkudah Beach,Beach,Batticaloa,Batticaloa,4.2,300,1500,7.95,81.5333,Low,Pristine beach with turquoise water,"beach,pristine,turquoise,scenic",
37,Batticaloa Lagoon,Nature,Batticaloa,Batticaloa,4,200,800,7.7167,81.7,Low,Singing fish lagoon - unique natural phenomenon,"lagoon,singfish,unique,nature",
38,St Michael's College,Historical,Batticaloa,Batticaloa,4.4,0,200,7.7167,81.6833,Low,Historic colonial-era educational institution,"colonial,historical,education,culture",
39,Batticaloa Lagoon,Nature,Batticaloa,Batticaloa,3.1,200,800,7.7167,81.7,Low,Singing fish lagoon - unique natural phenomenon,"lagoon,singfish,unique,nature",
40,Pasikuda Beach,Beach,Batticaloa,Batticaloa,4.4,500,2000,7.9258,81.5528,Low,Shallow crystal clear beach - perfect for families,"beach,shallow,clear,family",
41,St Michael's College,Historical,Batticaloa,Batticaloa,4.1,0,200,7.7167,81.6833,Low,Historic colonial-era educational institution,"colonial,historical,education,culture",
42,Eravur Beach,Beach,Batticaloa,Batticaloa,4.8,200,800,7.7833,81.6667,Low,Quiet beach near Batticaloa town,"beach,quiet,peaceful,nature",
43,Batticaloa Fort,Historical,Batticaloa,Batticaloa,4.5,0,400,7.7167,81.6833,Low,Dutch fort on a lagoon island,"fort,dutch,colonial,historical",
44,Eravur Beach,Beach,Batticaloa,Batticaloa,4.3,200,800,7.7833,81.6667,Low,Quiet beach near Batticaloa town,"beach,quiet,peaceful,nature",
45,Kallady Bridge,Nature,Batticaloa,Batticaloa,4.3,0,300,7.7,81.7,Low,Scenic bridge over Batticaloa lagoon,"bridge,lagoon,scenic,nature",
46,Batticaloa Fort,Historical,Batticaloa,Batticaloa,4.1,0,400,7.7167,81.6833,Low,Dutch fort on a lagoon island,"fort,dutch,colonial,historical",
47,Eravur Beach,Beach,Batticaloa,Batticaloa,4.4,200,800,7.7833,81.6667,Low,Quiet beach near Batticaloa town,"beach,quiet,peaceful,nature",
48,Kalkudah Beach,Beach,Batticaloa,Batticaloa,4.9,300,1500,7.95,81.5333,Low,Pristine beach with turquoise water,"beach,pristine,turquoise,scenic",
49,Pasikuda Beach,Beach,Batticaloa,Batticaloa,4.9,500,2000,7.9258,81.5528,Low,Shallow crystal clear beach - perfect for families,"beach,shallow,clear,family",
50,Kalkudah Beach,Beach,Batticaloa,Batticaloa,3.2,300,1500,7.95,81.5333,Low,Pristine beach with turquoise water,"beach,pristine,turquoise,scenic",
51,Batticaloa Fort,Historical,Batticaloa,Batticaloa,3.5,0,400,7.7167,81.6833,Low,Dutch fort on a lagoon island,"fort,dutch,colonial,historical",
52,Batticaloa Lagoon,Nature,Batticaloa,Batticaloa,4.5,200,800,7.7167,81.7,Low,Singing fish lagoon - unique natural phenomenon,"lagoon,singfish,unique,nature",
53,Batticaloa Lagoon,Nature,Batticaloa,Batticaloa,4.2,200,800,7.7167,81.7,Low,Singing fish lagoon - unique natural phenomenon,"lagoon,singfish,unique,nature",
54,Batticaloa Lagoon,Nature,Batticaloa,Batticaloa,3.4,200,800,7.7167,81.7,Low,Singing fish lagoon - unique natural phenomenon,"lagoon,singfish,unique,nature",
55,Pasikuda Beach,Beach,Batticaloa,Batticaloa,3.8,500,2000,7.9258,81.5528,Low,Shallow crystal clear beach - perfect for families,"beach,shallow,clear,family",
56,St Michael's College,Historical,Batticaloa,Batticaloa,4.4,0,200,7.7167,81.6833,Low,Historic colonial-era educational institution,"colonial,historical,education,culture",
57,Eravur Beach,Beach,Batticaloa,Batticaloa,4,200,800,7.7833,81.6667,Low,Quiet beach near Batticaloa town,"beach,quiet,peaceful,nature",
58,Pasikuda Beach,Beach,Batticaloa,Batticaloa,5,500,2000,7.9258,81.5528,Low,Shallow crystal clear beach - perfect for families,"beach,shallow,clear,family",
59,Kalkudah Beach,Beach,Batticaloa,Batticaloa,3.2,300,1500,7.95,81.5333,Low,Pristine beach with turquoise water,"beach,pristine,turquoise,scenic",
60,Kalkudah Beach,Beach,Batticaloa,Batticaloa,4.8,300,1500,7.95,81.5333,Low,Pristine beach with turquoise water,"beach,pristine,turquoise,scenic",
61,Batticaloa Fort,Historical,Batticaloa,Batticaloa,3.2,0,400,7.7167,81.6833,Low,Dutch fort on a lagoon island,"fort,dutch,colonial,historical",
62,Eravur Beach,Beach,Batticaloa,Batticaloa,3.3,200,800,7.7833,81.6667,Low,Quiet beach near Batticaloa town,"beach,quiet,peaceful,nature",
63,Pasikuda Beach,Beach,Batticaloa,Batticaloa,3.7,500,2000,7.9258,81.5528,Low,Shallow crystal clear beach - perfect for families,"beach,shallow,clear,family",
64,St Michael's College,Historical,Batticaloa,Batticaloa,3.4,0,200,7.7167,81.6833,Low,Historic colonial-era educational institution,"colonial,historical,education,culture",
65,Kalkudah Beach,Beach,Batticaloa,Batticaloa,3.7,300,1500,7.95,81.5333,Low,Pristine beach with turquoise water,"beach,pristine,turquoise,scenic",
66,Batticaloa Fort,Historical,Batticaloa,Batticaloa,3.9,0,400,7.7167,81.6833,Low,Dutch fort on a lagoon island,"fort,dutch,colonial,historical",
67,Eravur Beach,Beach,Batticaloa,Batticaloa,3.9,200,800,7.7833,81.6667,Low,Quiet beach near Batticaloa town,"beach,quiet,peaceful,nature",
68,Batticaloa Fort,Historical,Batticaloa,Batticaloa,3.6,0,400,7.7167,81.6833,Low,Dutch fort on a lagoon island,"fort,dutch,colonial,historical",
69,St Michael's College,Historical,Batticaloa,Batticaloa,4.4,0,200,7.7167,81.6833,Low,Historic colonial-era educational institution,"colonial,historical,education,culture",
70,Batticaloa Fort,Historical,Batticaloa,Batticaloa,4.7,0,400,7.7167,81.6833,Low,Dutch fort on a lagoon island,"fort,dutch,colonial,historical",
71,Eravur Beach,Beach,Batticaloa,Batticaloa,3.2,200,800,7.7833,81.6667,Low,Quiet beach near Batticaloa town,"beach,quiet,peaceful,nature",
72,St Michael's College,Historical,Batticaloa,Batticaloa,3.3,0,200,7.7167,81.6833,Low,Historic colonial-era educational institution,"colonial,historical,education,culture",
73,Eravur Beach,Beach,Batticaloa,Batticaloa,3.5,200,800,7.7833,81.6667,Low,Quiet beach near Batticaloa town,"beach,quiet,peaceful,nature",
74,Kallady Bridge,Nature,Batticaloa,Batticaloa,4.1,0,300,7.7,81.7,Low,Scenic bridge over Batticaloa lagoon,"bridge,lagoon,scenic,nature",
75,Pasikuda Beach,Beach,Batticaloa,Batticaloa,4.1,500,2000,7.9258,81.5528,Low,Shallow crystal clear beach - perfect for families,"beach,shallow,clear,family",
76,Kalkudah Beach,Beach,Batticaloa,Batticaloa,3.5,300,1500,7.95,81.5333,Low,Pristine beach with turquoise water,"beach,pristine,turquoise,scenic",
77,Kalkudah Beach,Beach,Batticaloa,Batticaloa,4.3,300,1500,7.95,81.5333,Low,Pristine beach with turquoise water,"beach,pristine,turquoise,scenic",
78,Kallady Bridge,Nature,Batticaloa,Batticaloa,4.3,0,300,7.7,81.7,Low,Scenic bridge over Batticaloa lagoon,"bridge,lagoon,scenic,nature",
79,Kalkudah Beach,Beach,Batticaloa,Batticaloa,3.8,300,1500,7.95,81.5333,Low,Pristine beach with turquoise water,"beach,pristine,turquoise,scenic",
80,Eravur Beach,Beach,Batticaloa,Batticaloa,4.2,200,800,7.7833,81.6667,Low,Quiet beach near Batticaloa town,"beach,quiet,peaceful,nature",
81,Kallady Bridge,Nature,Batticaloa,Batticaloa,3.9,0,300,7.7,81.7,Low,Scenic bridge over Batticaloa lagoon,"bridge,lagoon,scenic,nature",
82,Kalkudah Beach,Beach,Batticaloa,Batticaloa,3.8,300,1500,7.95,81.5333,Low,Pristine beach with turquoise water,"beach,pristine,turquoise,scenic",
83,Eravur Beach,Beach,Batticaloa,Batticaloa,3.4,200,800,7.7833,81.6667,Low,Quiet beach near Batticaloa town,"beach,quiet,peaceful,nature",
84,Pasikuda Beach,Beach,Batticaloa,Batticaloa,4.5,500,2000,7.9258,81.5528,Low,Shallow crystal clear beach - perfect for families,"beach,shallow,clear,family",
85,St Michael's College,Historical,Batticaloa,Batticaloa,4.6,0,200,7.7167,81.6833,Low,Historic colonial-era educational institution,"colonial,historical,education,culture",
86,Batticaloa Lagoon,Nature,Batticaloa,Batticaloa,3.2,200,800,7.7167,81.7,Low,Singing fish lagoon - unique natural phenomenon,"lagoon,singfish,unique,nature",
87,St Michael's College,Historical,Batticaloa,Batticaloa,4.1,0,200,7.7167,81.6833,Low,Historic colonial-era educational institution,"colonial,historical,education,culture",
88,Pasikuda Beach,Beach,Batticaloa,Batticaloa,3.7,500,2000,7.9258,81.5528,Low,Shallow crystal clear beach - perfect for families,"beach,shallow,clear,family",
89,Kalkudah Beach,Beach,Batticaloa,Batticaloa,3.2,300,1500,7.95,81.5333,Low,Pristine beach with turquoise water,"beach,pristine,turquoise,scenic",
90,Eravur Beach,Beach,Batticaloa,Batticaloa,4.7,200,800,7.7833,81.6667,Low,Quiet beach near Batticaloa town,"beach,quiet,peaceful,nature",
91,Batticaloa Lagoon,Nature,Batticaloa,Batticaloa,4.9,200,800,7.7167,81.7,Low,Singing fish lagoon - unique natural phenomenon,"lagoon,singfish,unique,nature",
92,Pasikuda Beach,Beach,Batticaloa,Batticaloa,4.2,500,2000,7.9258,81.5528,Low,Shallow crystal clear beach - perfect for families,"beach,shallow,clear,family",
93,Batticaloa Lagoon,Nature,Batticaloa,Batticaloa,3.8,200,800,7.7167,81.7,Low,Singing fish lagoon - unique natural phenomenon,"lagoon,singfish,unique,nature",
94,Batticaloa Fort,Historical,Batticaloa,Batticaloa,3.7,0,400,7.7167,81.6833,Low,Dutch fort on a lagoon island,"fort,dutch,colonial,historical",
95,St Michael's College,Historical,Batticaloa,Batticaloa,3.9,0,200,7.7167,81.6833,Low,Historic colonial-era educational institution,"colonial,historical,education,culture",
96,Kallady Bridge,Nature,Batticaloa,Batticaloa,4.6,0,300,7.7,81.7,Low,Scenic bridge over Batticaloa lagoon,"bridge,lagoon,scenic,nature",
97,Eravur Beach,Beach,Batticaloa,Batticaloa,4.6,200,800,7.7833,81.6667,Low,Quiet beach near Batticaloa town,"beach,quiet,peaceful,nature",
98,Batticaloa Lagoon,Nature,Batticaloa,Batticaloa,4.2,200,800,7.7167,81.7,Low,Singing fish lagoon - unique natural phenomenon,"lagoon,singfish,unique,nature",
99,Eravur Beach,Beach,Batticaloa,Batticaloa,3.3,200,800,7.7833,81.6667,Low,Quiet beach near Batticaloa town,"beach,quiet,peaceful,nature",
100,Batticaloa Fort,Historical,Batticaloa,Batticaloa,3.5,0,400,7.7167,81.6833,Low,Dutch fort on a lagoon island,"fort,dutch,colonial,historical",
101,Batticaloa Fort,Historical,Batticaloa,Batticaloa,3.4,0,400,7.7167,81.6833,Low,Dutch fort on a lagoon island,"fort,dutch,colonial,historical",
102,Eravur Beach,Beach,Batticaloa,Batticaloa,3.3,200,800,7.7833,81.6667,Low,Quiet beach near Batticaloa town,"beach,quiet,peaceful,nature",
103,Kalkudah Beach,Beach,Batticaloa,Batticaloa,3.8,300,1500,7.95,81.5333,Low,Pristine beach with turquoise water,"beach,pristine,turquoise,scenic",
104,Kallady Bridge,Nature,Batticaloa,Batticaloa,4.1,0,300,7.7,81.7,Low,Scenic bridge over Batticaloa lagoon,"bridge,lagoon,scenic,nature",
105,Kalkudah Beach,Beach,Batticaloa,Batticaloa,3.4,300,1500,7.95,81.5333,Low,Pristine beach with turquoise water,"beach,pristine,turquoise,scenic",
106,Eravur Beach,Beach,Batticaloa,Batticaloa,4.1,200,800,7.7833,81.6667,Low,Quiet beach near Batticaloa town,"beach,quiet,peaceful,nature",
107,Eravur Beach,Beach,Batticaloa,Batticaloa,4.9,200,800,7.7833,81.6667,Low,Quiet beach near Batticaloa town,"beach,quiet,peaceful,nature",
108,Kallady Bridge,Nature,Batticaloa,Batticaloa,4.1,0,300,7.7,81.7,Low,Scenic bridge over Batticaloa lagoon,"bridge,lagoon,scenic,nature",
109,Kalkudah Beach,Beach,Batticaloa,Batticaloa,3.6,300,1500,7.95,81.5333,Low,Pristine beach with turquoise water,"beach,pristine,turquoise,scenic",
110,Kallady Bridge,Nature,Batticaloa,Batticaloa,3.6,0,300,7.7,81.7,Low,Scenic bridge over Batticaloa lagoon,"bridge,lagoon,scenic,nature",
111,Kalkudah Beach,Beach,Batticaloa,Batticaloa,4.2,300,1500,7.95,81.5333,Low,Pristine beach with turquoise water,"beach,pristine,turquoise,scenic",
112,St Michael's College,Historical,Batticaloa,Batticaloa,3.7,0,200,7.7167,81.6833,Low,Historic colonial-era educational institution,"colonial,historical,education,culture",
113,Batticaloa Fort,Historical,Batticaloa,Batticaloa,4,0,400,7.7167,81.6833,Low,Dutch fort on a lagoon island,"fort,dutch,colonial,historical",
114,Kallady Bridge,Nature,Batticaloa,Batticaloa,4.6,0,300,7.7,81.7,Low,Scenic bridge over Batticaloa lagoon,"bridge,lagoon,scenic,nature",
115,Batticaloa Lagoon,Nature,Batticaloa,Batticaloa,4,200,800,7.7167,81.7,Low,Singing fish lagoon - unique natural phenomenon,"lagoon,singfish,unique,nature",
116,Kalkudah Beach,Beach,Batticaloa,Batticaloa,3.8,300,1500,7.95,81.5333,Low,Pristine beach with turquoise water,"beach,pristine,turquoise,scenic",
117,Kalkudah Beach,Beach,Batticaloa,Batticaloa,3.8,300,1500,7.95,81.5333,Low,Pristine beach with turquoise water,"beach,pristine,turquoise,scenic",
118,St Michael's College,Historical,Batticaloa,Batticaloa,3.9,0,200,7.7167,81.6833,Low,Historic colonial-era educational institution,"colonial,historical,education,culture",
119,Kallady Bridge,Nature,Batticaloa,Batticaloa,3.2,0,300,7.7,81.7,Low,Scenic bridge over Batticaloa lagoon,"bridge,lagoon,scenic,nature",
120,Batticaloa Fort,Historical,Batticaloa,Batticaloa,4.6,0,400,7.7167,81.6833,Low,Dutch fort on a lagoon island,"fort,dutch,colonial,historical",
121,Kallady Bridge,Nature,Batticaloa,Batticaloa,3.6,0,300,7.7,81.7,Low,Scenic bridge over Batticaloa lagoon,"bridge,lagoon,scenic,nature",
122,Pasikuda Beach,Beach,Batticaloa,Batticaloa,3.4,500,2000,7.9258,81.5528,Low,Shallow crystal clear beach - perfect for families,"beach,shallow,clear,family",
123,Pasikuda Beach,Beach,Batticaloa,Batticaloa,3.3,500,2000,7.9258,81.5528,Low,Shallow crystal clear beach - perfect for families,"beach,shallow,clear,family",
124,Kalkudah Beach,Beach,Batticaloa,Batticaloa,4.1,300,1500,7.95,81.5333,Low,Pristine beach with turquoise water,"beach,pristine,turquoise,scenic",
125,St Michael's College,Historical,Batticaloa,Batticaloa,4.5,0,200,7.7167,81.6833,Low,Historic colonial-era educational institution,"colonial,historical,education,culture",
126,Batticaloa Lagoon,Nature,Batticaloa,Batticaloa,4,200,800,7.7167,81.7,Low,Singing fish lagoon - unique natural phenomenon,"lagoon,singfish,unique,nature",
127,Batticaloa Lagoon,Nature,Batticaloa,Batticaloa,3.2,200,800,7.7167,81.7,Low,Singing fish lagoon - unique natural phenomenon,"lagoon,singfish,unique,nature",
128,St Michael's College,Historical,Batticaloa,Batticaloa,4.1,0,200,7.7167,81.6833,Low,Historic colonial-era educational institution,"colonial,historical,education,culture",
